sim_time, unit_box_Custom?world_angular_velocity/y
1.748, -0.00979257
1.749, 0.00977136
1.75, 0.00979256
1.751, -0.00977135
1.752, -0.00979257
1.753, 0.00977136
1.754, 0.00979256
1.755, -0.00977135
1.756, -0.00979257
1.757, 0.00977136
1.758, 0.00979256
1.759, -0.00977135
1.76, -0.00979257
1.761, 0.00977136
1.762, 0.00979256
1.763, -0.00977135
1.764, -0.00979257
1.765, 0.00977136
1.766, 0.00979256
1.767, -0.00977135
1.768, -0.00979257
1.769, 0.00977136
1.77, 0.00979256
1.771, -0.00977135
1.772, -0.00979257
1.773, 0.00977136
1.774, 0.00979256
1.775, -0.00977135
1.776, -0.00979257
1.777, 0.00977136
1.778, 0.00979256
1.779, -0.00977135
1.78, -0.00979257
1.781, 0.00977136
1.782, 0.00979256
1.783, -0.00977135
1.784, -0.00979257
1.785, 0.00977136
1.786, 0.00979256
1.787, -0.00977135
1.788, -0.00979257
1.789, 0.00977136
1.79, 0.00979256
1.791, -0.00977135
1.792, -0.00979257
1.793, 0.00977136
1.794, 0.00979256
1.795, -0.00977135
1.796, -0.00979257
1.797, 0.00977136
1.798, 0.00979256
1.799, -0.00977135
1.8, -0.00979257
1.801, 0.00977136
1.802, 0.00979256
1.803, -0.00977135
1.804, -0.00979257
1.805, 0.00977136
1.806, 0.00979256
1.807, -0.00977135
1.808, -0.00979257
1.809, 0.00977136
1.81, 0.00979256
1.811, -0.00977135
1.812, -0.00979257
1.813, 0.00977136
1.814, 0.00979256
1.815, -0.00977135
1.816, -0.00979257
1.817, 0.00977136
1.818, 0.00979256
1.819, -0.00977135
1.82, -0.00979257
1.821, 0.00977136
1.822, 0.00979256
1.823, -0.00977135
1.824, -0.00979257
1.825, 0.00977136
1.826, 0.00979256
1.827, -0.00977135
1.828, -0.00979257
1.829, 0.00977136
1.83, 0.00979256
1.831, -0.00977135
1.832, -0.00979257
1.833, 0.00977136
1.834, 0.00979256
1.835, -0.00977135
1.836, -0.00979257
1.837, 0.00977136
1.838, 0.00979256
1.839, -0.00977135
1.84, -0.00979257
1.841, 0.00977136
1.842, 0.00979256
1.843, -0.00977135
1.844, -0.00979257
1.845, 0.00977136
1.846, 0.00979256
1.847, -0.00977135
1.848, -0.00979257
1.849, 0.00977136
1.85, 0.00979256
1.851, -0.00977135
1.852, -0.00979257
1.853, 0.00977136
1.854, 0.00979256
1.855, -0.00977135
1.856, -0.00979257
1.857, 0.00977136
1.858, 0.00979256
1.859, -0.00977135
1.86, -0.00979257
1.861, 0.00977136
1.862, 0.00979256
1.863, -0.00977135
1.864, -0.00979257
1.865, 0.00977136
1.866, 0.00979256
1.867, -0.00977135
1.868, -0.00979257
1.869, 0.00977136
1.87, 0.00979256
1.871, -0.00977135
1.872, -0.00979257
1.873, 0.00977136
1.874, 0.00979256
1.875, -0.00977135
1.876, -0.00979257
1.877, 0.00977136
1.878, 0.00979256
1.879, -0.00977135
1.88, -0.00979257
1.881, 0.00977136
1.882, 0.00979256
1.883, -0.00977135
1.884, -0.00979257
1.885, 0.00977136
1.886, 0.00979256
1.887, -0.00977135
1.888, -0.00979257
1.889, 0.00977136
1.89, 0.00979256
1.891, -0.00977135
