sim_time, unit_box_Custom?world_angular_acceleration/x
0.936, -0.0660613
0.937, -0.519743
0.938, -0.0757776
0.939, -0.478824
0.94, -0.0681872
0.941, -0.535926
0.942, -0.0781563
0.943, -0.494361
0.944, -0.0703818
0.945, -0.552626
0.946, -0.080612
0.947, -0.510408
0.948, -0.0726475
0.949, -0.56986
0.95, -0.0831474
0.951, -0.526983
0.952, -0.0749866
0.953, -0.587647
0.954, -0.0857652
0.955, -0.544103
0.956, -0.0774015
0.957, -0.606004
0.958, -0.0884683
0.959, -0.561788
0.96, -0.0798948
0.961, -0.624951
0.962, -0.0912594
0.963, -0.580056
0.964, -0.0824691
0.965, -0.644508
0.966, -0.0941418
0.967, -0.598927
0.968, -0.0851271
0.969, -0.664695
0.97, -0.0971185
0.971, -0.618423
0.972, -0.0878716
0.973, -0.685534
0.974, -0.100193
0.975, -0.638564
0.976, -0.0907054
0.977, -0.707046
0.978, -0.103368
0.979, -0.659373
0.98, -0.0936316
0.981, -0.729254
0.982, -0.106648
0.983, -0.680873
0.984, -0.0966532
0.985, -0.752182
0.986, -0.110036
0.987, -0.703088
0.988, -0.0997736
0.989, -0.775855
0.99, -0.113536
0.991, -0.726044
0.992, -0.102996
0.993, -0.800297
0.994, -0.117152
0.995, -0.749765
0.996, -0.106324
0.997, -0.825537
0.998, -0.120888
0.999, -0.774279
1, -0.109761
1.001, -0.8516
1.002, -0.124748
1.003, -0.799613
1.004, -0.11331
1.005, -0.878515
1.006, -0.128737
1.007, -0.825797
1.008, -0.116976
1.009, -0.90631
1.01, -0.132864
1.011, -0.852856
1.012, -0.120772
1.013, 0.160894
1.014, 1.88381
1.015, 8.40592
1.016, 1.83671
1.017, 14.6395
1.018, 1.88542
1.019, 11.8346
1.02, 1.84738
1.021, 13.1151
1.022, 1.85417
1.023, 12.525
1.024, 1.86545
1.025, 12.7962
1.026, 1.84816
1.027, 12.675
1.028, 1.86486
1.029, 12.7261
1.03, 1.85166
1.031, 12.711
1.032, 1.8624
1.033, 12.7115
1.034, 1.85516
1.035, 12.7223
1.036, 1.86179
1.037, 12.7108
1.038, 1.85784
1.039, 12.7345
1.04, 1.85038
1.041, 12.723
1.042, 1.84824
1.043, 12.7584
1.044, 1.84236
1.045, 12.7322
1.046, 1.85006
1.047, 12.7608
1.048, 1.84804
1.049, 12.7422
1.05, 1.85071
1.051, 12.7666
1.052, 1.853
1.053, 12.7516
1.054, 1.85336
1.055, 12.7748
1.056, 1.85741
1.057, 12.7613
1.058, -2.48154e-23
1.059, 16.1521
1.06, 1.05062
1.061, 11.2317
1.062, 5.71225
1.063, 1.86115e-24
1.064, 21.276
1.065, -1.29143e-41
1.066, 8.17901
